1317.26579 1315.22095 1312.77058 1309.83425 1306.31559 1302.09910 1297.04640 1290.99165 1283.73611 1275.04165 1264.62290 1252.13791 1237.17688 1219.24878 1197.76517 1172.02092 1141.17105 1104.20303 1059.90350 1006.81847 943.20559 866.97697 943.20559 1006.81847 1059.90350 1104.20303 1141.17105 1172.02092 1197.76517 1219.24878 1237.17688 1252.13791 1264.62290 1275.04165 1283.73611 1290.99165 1297.04640 1302.09910 1306.31559 1309.83425 1312.77058 1315.22095 1317.26579 1318.97221 1320.39622 1321.58456 1322.57623 1323.40377 1324.09437 1324.67067 1325.15159 1325.55292 1325.88783 1326.16731 1326.40054 1326.59517 1326.75759 1326.89313 1327.00624 1327.10063 1327.17939 1327.24513 1327.29998 1327.34575 1327.38395 1327.41583 1327.44243 1327.46463 1327.48315 1327.49861 1327.51151 1327.52228 1327.53127 1327.53876 1327.54502 1327.55024 1327.55460 1327.55823 1327.56127 1327.56380 1327.56591 1327.56768 1327.56915 1327.57037 1327.57140 1327.57225 1327.57297 1327.57356 1327.57406 1327.57447 1327.57482 1327.57511 1327.57535 1327.57555 1327.57572 1327.57586 1327.57598 1327.57607 1327.57615 1327.57622 
7329.96762 7379.90744 7441.79923 7518.50342 7613.56503 7731.37749 7877.38571 8058.33769 8282.59646 8560.52650 8904.97282 9331.85460 9860.90091 10516.56251 9860.90091 9331.85460 8904.97282 8560.52650 8282.59646 8058.33769 7877.38571 7731.37749 7613.56503 7518.50342 7441.79923 7379.90744 7329.96762 7289.67172 7257.15739 7230.92192 7209.75281 7192.67168 7178.88910 7167.76808 7158.79465 7151.55409 7145.71175 7140.99764 7137.19387 7134.12465 7131.64813 7129.64985 7128.03746 7126.73644 7125.68666 7124.83961 7124.15613 7123.60463 7123.15964 7122.80058 7122.51086 7122.27708 7122.08846 7121.93625 7121.81344 7121.71435 7121.63439 7121.56987 7121.51781 7121.47581 7121.44191 7121.41456 7121.39250 7121.37469 7121.36032 7121.34873 7121.33938 7121.33183 7121.32574 7121.32082 7121.31686 7121.31366 7121.31108 7121.30899 7121.30731 7121.30596 7121.30486 7121.30398 7121.30327 7121.30269 7121.30223 7121.30185 7121.30155 7121.30131 7121.30111 7121.30095 7121.30083 7121.30072 7121.30064 7121.30057 7121.30052 7121.30047 7121.30044 7121.30041 7121.30039 7121.30037 7121.30035 7121.30034 7121.30033 7121.30032 
809.42141 809.78012 810.20719 810.71565 811.32102 812.04175 812.89983 813.92145 815.13777 816.58589 818.30998 820.36265 822.80651 825.71612 829.18023 833.30452 838.21481 844.06088 851.02109 859.30775 869.17366 880.91979 894.90446 911.55429 931.37721 954.97792 983.07639 1016.52978 1056.35863 1103.77796 1056.35863 1016.52978 983.07639 954.97792 931.37721 911.55429 894.90446 880.91979 869.17366 859.30775 851.02109 844.06088 838.21481 833.30452 829.18023 825.71612 822.80651 820.36265 818.30998 816.58589 815.13777 813.92145 812.89983 812.04175 811.32102 810.71565 810.20719 809.78012 809.42141 809.12012 808.86706 808.65450 808.47597 808.32602 808.20007 808.09428 808.00542 807.93079 807.86811 807.81546 807.77123 807.73409 807.70289 807.67668 807.65467 807.63619 807.62066 807.60762 807.59666 807.58746 807.57973 807.57324 807.56779 807.56321 807.55936 807.55613 807.55342 807.55114 807.54923 807.54762 807.54627 807.54513 807.54418 807.54338 807.54271 807.54214 807.54167 807.54127 807.54094 807.54066 
45334.20888 45334.21356 45334.21906 45334.22550 45334.23305 45334.24191 45334.25230 45334.26448 45334.27876 45334.29552 45334.31516 45334.33820 45334.36522 45334.39690 45334.43406 45334.47763 45334.52873 45334.58866 45334.65893 45334.74134 45334.83798 45334.95132 45335.08422 45335.24008 45335.42286 45335.63721 45335.88857 45336.18335 45336.52904 45336.93443 45337.40984 45337.96735 45338.62115 45339.38786 45340.28699 45341.34141 45342.57793 45344.02800 45345.72852 45347.72272 45350.06134 45352.80386 45356.02003 45359.79165 45364.21466 45369.40155 45375.48426 45382.61749 45390.98268 45400.79260 45412.29676 45425.78777 45441.60877 45460.16218 45481.91989 45507.43530 45537.35741 45572.44728 45613.59742 45661.85447 45718.44586 45784.81099 45862.63783 45953.90593 46060.93667 46186.45237 46333.64552 46506.25997 46708.68615 46946.07276 47224.45771 47550.92171 47933.76835 48382.73531 48909.24203 49526.68018 50250.75425 51099.88103 52095.65800 53263.41268 54632.84684 56238.79195 54632.84684 53263.41268 52095.65800 51099.88103 50250.75425 49526.68018 48909.24203 48382.73531 47933.76835 47550.92171 47224.45771 46946.07276 46708.68615 46506.25997 46333.64552 46186.45237 46060.93667 45953.90593 
1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81036 1.81035 1.81035 1.81035 1.81035 1.81035 1.81034 1.81034 1.81033 1.81032 1.81032 1.81030 1.81029 1.81026 1.81024 1.81020 1.81015 1.81010 1.81002 1.80992 1.80979 1.80963 1.80942 1.80914 1.80879 1.80833 1.80775 1.80699 1.80601 1.80474 1.80311 1.80101 1.79830 1.79479 1.79027 1.78444 1.77692 1.76721 1.75468 1.73852 1.71766 1.69075 1.65602 1.61121 1.65602 1.69075 1.71766 1.73852 1.75468 1.76721 1.77692 1.78444 1.79027 1.79479 1.79830 1.80101 1.80311 1.80474 1.80601 1.80699 1.80775 
2.07352 2.07355 2.07358 2.07362 2.07367 2.07373 2.07380 2.07388 2.07398 2.07409 2.07423 2.07439 2.07458 2.07481 2.07507 2.07539 2.07577 2.07621 2.07674 2.07737 2.07811 2.07899 2.08003 2.08126 2.08272 2.08446 2.08651 2.08894 2.09182 2.09524 2.09929 2.10408 2.10977 2.11650 2.12448 2.13393 2.14514 2.15841 2.17415 2.19279 2.21488 2.24106 2.27207 2.30883 2.35238 2.40399 2.46514 2.53760 2.62347 2.72522 2.84579 2.98866 2.84579 2.72522 2.62347 2.53760 2.46514 2.40399 2.35238 2.30883 2.27207 2.24106 2.21488 2.19279 2.17415 2.15841 2.14514 2.13393 2.12448 2.11650 2.10977 2.10408 2.09929 2.09524 2.09182 2.08894 2.08651 2.08446 2.08272 2.08126 2.08003 2.07899 2.07811 2.07737 2.07674 2.07621 2.07577 2.07539 2.07507 2.07481 2.07458 2.07439 2.07423 2.07409 2.07398 2.07388 2.07380 2.07373 2.07367 2.07362 
382.13510 382.13511 382.13511 382.13511 382.13512 382.13512 382.13513 382.13514 382.13515 382.13516 382.13518 382.13520 382.13522 382.13525 382.13529 382.13533 382.13539 382.13546 382.13555 382.13566 382.13579 382.13596 382.13617 382.13642 382.13674 382.13713 382.13762 382.13822 382.13896 382.13988 382.14102 382.14244 382.14419 382.14635 382.14903 382.15235 382.15647 382.16156 382.16786 382.17567 382.18533 382.19730 382.21212 382.23047 382.25319 382.28132 382.31615 382.35929 382.41269 382.47883 382.56071 382.66210 382.78765 382.94310 383.13558 383.37392 383.66904 384.03446 384.48694 385.04720 385.74093 386.59992 387.66354 388.98055 390.61129 392.63051 395.13076 398.22663 402.06000 406.80656 412.68387 419.96129 428.97236 440.13007 453.94580 471.05275 492.23497 518.46328 492.23497 471.05275 453.94580 440.13007 428.97236 419.96129 412.68387 406.80656 402.06000 398.22663 395.13076 392.63051 390.61129 388.98055 387.66354 386.59992 385.74093 385.04720 384.48694 384.03446 383.66904 383.37392 
1400.18962 1403.09981 1406.53903 1410.60346 1415.40676 1421.08325 1427.79165 1435.71957 1445.08869 1456.16100 1469.24614 1484.71001 1502.98502 1524.58223 1550.10556 1580.26873 1615.91522 1658.04184 1707.82659 1658.04184 1615.91522 1580.26873 1550.10556 1524.58223 1502.98502 1484.71001 1469.24614 1456.16100 1445.08869 1435.71957 1427.79165 1421.08325 1415.40676 1410.60346 1406.53903 1403.09981 1400.18962 1397.72710 1395.64337 1393.88017 1392.38819 1391.12572 1390.05745 1389.15350 1388.38861 1387.74137 1387.19370 1386.73027 1386.33813 1386.00631 1385.72553 1385.48794 1385.28690 1385.11678 1384.97284 1384.85103 1384.74796 1384.66075 1384.58695 1384.52450 1384.47166 1384.42695 1384.38912 1384.35710 1384.33001 1384.30709 1384.28769 1384.27128 1384.25739 1384.24564 1384.23570 1384.22728 1384.22016 1384.21414 1384.20904 1384.20472 1384.20107 1384.19798 1384.19537 1384.19316 1384.19129 1384.18970 1384.18836 1384.18723 1384.18627 1384.18546 1384.18477 1384.18419 1384.18370 1384.18328 1384.18293 1384.18263 1384.18238 1384.18217 1384.18199 1384.18183 1384.18170 1384.18160 1384.18150 1384.18142 
686.16960 686.26525 686.38759 686.54409 686.74427 687.00034 687.32788 687.74685 688.28278 688.96831 689.84520 690.96687 692.40165 694.23694 696.58454 699.58747 703.42864 708.34206 714.62704 722.66644 732.94999 746.10415 762.93023 746.10415 732.94999 722.66644 714.62704 708.34206 703.42864 699.58747 696.58454 694.23694 692.40165 690.96687 689.84520 688.96831 688.28278 687.74685 687.32788 687.00034 686.74427 686.54409 686.38759 686.26525 686.16960 686.09483 686.03637 685.99067 685.95495 685.92702 685.90518 685.88811 685.87477 685.86433 685.85618 685.84980 685.84482 685.84092 685.83787 685.83549 685.83363 685.83218 685.83104 685.83015 685.82945 685.82891 685.82848 685.82815 685.82789 685.82769 685.82753 685.82741 685.82731 685.82723 685.82717 685.82713 685.82709 685.82706 685.82704 685.82702 685.82701 685.82700 685.82699 685.82698 685.82698 685.82697 685.82697 685.82697 685.82697 685.82697 685.82696 685.82696 685.82696 685.82696 685.82696 685.82696 685.82696 685.82696 685.82696 685.82696 
6102.33826 6102.34317 6102.34911 6102.35630 6102.36501 6102.37556 6102.38833 6102.40379 6102.42251 6102.44517 6102.47261 6102.50583 6102.54606 6102.59476 6102.65373 6102.72512 6102.81156 6102.91622 6103.04293 6103.19636 6103.38211 6103.60701 6103.87932 6104.20901 6104.60819 6105.09150 6105.67667 6106.38517 6107.24298 6108.28158 6109.53908 6111.06160 6112.90499 6115.13690 6117.83919 6121.11100 6125.07236 6129.86860 6135.67567 6142.70662 6151.21937 6161.52623 6174.00532 6189.11443 6207.40788 6229.55677 6256.37365 6288.84234 6328.15397 6375.75074 6433.37878 6503.15223 6587.63081 6689.91370 6813.75325 6963.69265 7145.23257 7365.03298 7631.15751 7953.36919 7631.15751 7365.03298 7145.23257 6963.69265 6813.75325 6689.91370 6587.63081 6503.15223 6433.37878 6375.75074 6328.15397 6288.84234 6256.37365 6229.55677 6207.40788 6189.11443 6174.00532 6161.52623 6151.21937 6142.70662 6135.67567 6129.86860 6125.07236 6121.11100 6117.83919 6115.13690 6112.90499 6111.06160 6109.53908 6108.28158 6107.24298 6106.38517 6105.67667 6105.09150 6104.60819 6104.20901 6103.87932 6103.60701 6103.38211 6103.19636 
