0.859036206437 0.92782453576 0.252865622367 0.2988383112 0.170521299895 0.735936040914 0.428325427881 0.56794694177 0.474369599994 0.245674854711 0.104225865297         0.8690907029810155       0.9975184956319734       0.4486200774528293 0.307521787119 0.858310365214 0.796997239631 0.869893038136 
0.606041025237 0.457728362763 0.359448422767 0.306957376772 0.843330767178 0.934850661151 0.444572488361 0.82801492534 0.296617752717 0.616869901541 0.975785581404         0.9143436669954098       0.8452471419276359       0.8641518680676301 0.346712688983 0.356573417088 0.438447188711 0.512256143906 
0.997599777031 0.373238487101 0.51739935553 0.504992545669 0.618903335988 0.605570823218 0.746225330041 0.195928291979 0.815666935107 0.679355027974 0.803413075982         0.6439951609962413       0.7184411332114703        0.924775074027841 0.315371406345 0.250642370689 0.28563552719 0.365857963657 
0.783407859306 0.104055313956 0.197532695108 0.421837159247 0.742055667597 0.490827882415 0.00552543695602 0.392123267214 0.0100148949643 0.471462699939 0.597878903083         0.7616587520758105       0.3627505607476147       0.9128190944424003 0.977971175252 0.845921227252 0.699430932359 0.475986734585 
0.406249530785 0.51319929693 0.06181157701 0.635836718556 0.844797516987 0.441502226526 0.191926451155 0.48754611612 0.358533581226 0.551543235082 0.743876519156         0.3123494343301799       0.6502228327173118       0.5222610158289576 0.0435447648271 0.376660111351 0.280097758886 0.132282876075 
0.0413794697055 0.629025937883 0.303380105339 0.813407571668 0.222817122506 0.971206032759 0.609778289794 0.647803859216 0.737913872956 0.440943207113 0.0359823660395         0.6158676668988645      0.01748718426743936       0.9323195147599714 0.329318037857 0.954122775792 0.135378914996 0.294804795546 
0.16105006757 0.548838498017 0.153583456095 0.654415396785 0.140346212754 0.796645887306 0.405839623644 0.662635625013 0.049426685165 0.578519493833 0.2648546829         0.9592173730462997       0.6981068318179394       0.4673589494441532 0.637077696006 0.0112513306538 0.14732515695 0.213814247222 
0.415298986394 0.89873136343 0.931821763206 0.916647938933 0.399105637659 0.00944511478172 0.846257460333 0.683772540262 0.39730645688 0.886768087244 0.522427847276         0.6947735654823999       0.8865223179739486       0.4116728830785077 0.481108053856 0.926546370234 0.0264308704154 0.0927395523914 
0.166757877802 0.352971855718 0.988120610877 0.287070317296 0.563625600051 0.40270787518 0.380931733127 0.479191238058 0.0601652939804 0.236524445137 0.290483708333         0.3918330724441653       0.2549443022593753       0.4883995859055884 0.0536835650849 0.862225604101 0.415055139381 0.487125899462 
0.655626078532 0.413930717192 0.805288477992 0.163485863761 0.861901695078 0.9475945318 0.546563675681 0.426141006247 0.417080309098 0.945609573927 0.325387509007         0.6665268083633338       0.3742700553525032       0.1002913507425951 0.213290279976 0.222859670954 0.00728621250148 0.420027361999 
0.590007976642 0.293692412352 0.423497844394 0.329803463125 0.457837699857 0.829782296421 0.497766735385 0.159440334229 0.971121864744 0.492342538407 0.0842689724109         0.9743339475205478       0.9264239087209313       0.2954259188030847 0.804212452344 0.870840009254 0.546295022535 0.884871078826 
0.881929079382 0.424916157181 0.903222366958 0.173305913909 0.791005371643 0.476183524068 0.68117584069 0.905843852497 0.828415465575 0.0837173290227 0.52056665084        0.07291534579255515       0.9480946850510211       0.9996158905262645 0.728459114671 0.285888355584 0.21088964258 0.833589868153 
0.961010261523 0.976906806419 0.857928772983 0.614971227498 0.615515928825 0.352769204343 0.833960006046 0.0950917492815 0.230892541998 0.954833277651 0.577181748773         0.7835114301751471       0.5304246445393397       0.1751697639960589 0.544458264181 0.0813924405646 0.733014883466 0.531368854744 
0.172529525368 0.0135563741296 0.623446507864 0.519135859302 0.254456362713 0.366947346455 0.0556956443806 0.518501450281 0.371256628975 0.853783564674 0.347039854842         0.9473467321846532       0.5972810318745259       0.4288064848890322 0.401369981658 0.82044557011 0.599584286289 0.135680675664 
0.396513558703 0.201241250303 0.968107639728 0.836439981944 0.609976637592 0.244681981916 0.788270514025 0.356016874864 0.125053999877 0.510102588783 0.403965967962         0.8656119113425829       0.4995159909374909       0.5896484861215059 0.0149979159559 0.893354827801 0.562122468505 0.0284487374399 
0.0516203632423 0.31091255134 0.909292557537 0.719117467925 0.433167081924 0.997141749162 0.231381708592 0.771588936043 0.593069371998 0.109138528102 0.215117459849        0.05181928754835907       0.2935260403422743       0.7518454991811369 0.922480758525 0.606573033767 0.318208833398 0.718853513591 
0.814356435891 0.6967738663 0.702882552966 0.975635676576 0.983484814536 0.0311367224203 0.938889143417 0.744846045134 0.752253548576 0.412524050149 0.586656404984         0.9416526862989283        0.247466384292218        0.550210881638082 0.229890761237 0.691478239362 0.999305936747 0.647063186651 
0.595624121317 0.791531254343 0.794122937844 0.430667284359 0.916778134636 0.897785417733 0.729778767583 0.560203906015 0.658952968314 0.835251912127 0.644758865636         0.4442190648522228        0.820039098083766       0.8780554601987306 0.238453253212 0.413538440312 0.378726412007 0.973049472887 
0.453287468118 0.227814193661 0.868963931881 0.839546770121 0.133349424983 0.951339572906 0.179080954361 0.023152430199 0.144846837942 0.674269175575 0.0832725958381         0.4372392175344026       0.2313822548474289       0.4245534347150371 0.578621062735 0.140284237118 0.538908978575 0.62039197355 
0.358677492842 0.539763975347 0.408204473364 0.391341765556 0.660984427453 0.730276729067 0.415556777692 0.677969692018 0.0922428337288 0.457695100275 0.971049520913         0.1166685049745461         0.89342431396039       0.8952803579068536 0.412109540482 0.0674896406657 0.254949350587 0.146701198439 
0.795198342427 0.129786544571 0.881824611642 0.53126630134 0.546996702143 0.626595939764 0.689773244161 0.941651133033 0.466418687972 0.0983132616785 0.435143215762         0.7303658870786118       0.8682679369761092       0.8528196679260064 0.525977487698 0.785420604765 0.63060268165 0.740922907763 
0.50068285893 0.360446702406 0.939109797981 0.149994563998 0.57903991786 0.297490246917 0.90560832394 0.765232183676 0.0268787287628 0.608748029123 0.316248889359         0.8426026382004946       0.3844317662891829       0.6009998129939453 0.941488209677 0.981674887619 0.225052715191 0.692643849515 
0.0294536956444 0.675724623584 0.0249300619367 0.113832300472 0.833685552859 0.268191041847 0.936407155181 0.577268761329 0.728362991927 0.846493622053 0.41984847007         0.2862277541826996        0.782013775431551        0.455999154664783 0.450856708515 0.909224239276 0.827097995333 0.125961425608 
0.294863722261 0.817869571807 0.548480254687 0.98325015204 0.475169339898 0.672254588275 0.198054687812 0.270249808259 0.45398469897 0.725451126441 0.653350693577        0.09909247723796094       0.3690557317640115       0.2520570321396614 0.426082946325 0.381707776122 0.775820591252 0.561837770375 
0.483920716783 0.272825272672 0.28801351451 0.42407531861 0.825866787375 0.686728397587 0.317001137936 0.107175528562 0.761053775719 0.720972962824 0.984838874332          0.345239468155584       0.1450467345524683       0.9616943035197134 0.0215609958344 0.127715148029 0.978176445046 0.877524397186 
0.773996627225 0.029994884449 0.500944728252 0.181440098973 0.501907078622 0.0171647679358 0.683837319012 0.239435751411 0.694846243251 0.762668234675 0.118619659445         0.6940981520857248       0.4893226371884036       0.3541289696301748 0.527805905496 0.777713409789 0.30911711869 0.262728187182 
0.420277396235 0.371871862083 0.742211770495 0.0630451507103 0.189159879325 0.84613909969 0.874233444832 0.143819031003 0.156295523119 0.353835360076 0.393120692254         0.6338434558439379       0.7883711917299984       0.8562844863290796 0.602018601018 0.168630821324 0.534521739966 0.987512718581 
0.531351044748 0.148787194907 0.345090002383 0.0851566766078 0.737006981544 0.345312468917 0.17223403507 0.690670495991 0.0974010263544 0.183404353331 0.371573713952         0.4807006155425269       0.5069942437759083       0.8239682743429311 0.146707842199 0.59552973667 0.371591387671 0.199845543527 
0.305038056031 0.240670239148 0.830738987052 0.0219907879829 0.998549573837 0.294418373413 0.716169724536 0.415549575559 0.921414983229 0.139467971094 0.0692558190384         0.9814476887579077       0.2058756603251418       0.1942184632320681 0.501133420351 0.181757552213 0.691083868902 0.615791177794 
